pid,score_plain,score_enc
66,5,122889869760013305420163781728044615983892278611953536855902180359485167105667408475681745744022340443671986565154797126587968496227287872556382483871926817400499569664020748281103756262258173763136142863670365814378535947921925081115630508199374549723949277342439640848130904764796543899036223269158763968778059352984812320966642580819062669892646249746012587061907174246184303947082103958870528691297007823301693838616680127584273472750459856996487173115326361101490009143689365013083676182780417456600776071097482554509145674343887751602626306067006585356398766553788358997808821499603359605125954958823920351512075348763297911208822584909419024533030200040700091216577470834227271166507046972371483231891928440080280947461657214525364403107324726010906670783760832142048632479332774962120527938902190155311229057866527157132613832564064852249734716210075453095811649997656061878905149234799026267683392208420072533440967176115562335102637057761487784665374920036757624420384147869381994395239392948615697140917357716933834623757563342431052569585168028942120962901967949038889547102515314648851987062534730194462995059800018870822880285483685414632642193064339381422183361974039832729636224980877626112806811134570744501473753307
67,3,81879301845763038292858788703074122237447951672018112629461453975301586082326359960962536823895489490806568460390391141720531899999389172520469760339361868105840121705923599556872317828049108110317413728201073574982630412500084146593442292609966274919222816315596836918672815290023762522108810680522399854337388126022288143097420835798243451305002804008767680033024922532809010615036685147903606518320863086574287053959815446935386984007695318176367000250364373656664609711043501019549423923692551664564721769114925024718231831108140415719851492650966805819886760021808698519981639578943418330020539094035465245770726982904530535286377530843859923395731230590499349261486127215104771399806875208393333953210362241028513975066088281511384258649737458140839524213526692036502312874728674862515064122727124468883535390253297831019321110063525726580996475843927483619363529867045922840119645233373248784252430515191216138566086518461061957844088083452484268576853539542136943176580320181006478285754865858968534881360505740571726123128469593733454870373797341908198164071119776288993548348167653478059845380415954246699746634019949965871055137482656887728239093236258383063382879650359056653152973776884289673340022024979882516206967042
68,4,775367612268560796356249341536024713399408937183115650115771696865549403199882407381562368093076037228276047776475392659200300408940306085570426963510847639226549509926592901853425059674979885557293174402126105892379671560802685294291437278258865395426403129875947825293841904721818497218880886004346665648888395847255305285563304069997815738299419343084246687095975354819334522868620293266347419922592582954907860594350057308844043008114911433388397419996187554272421041400953533942449760303130907418586388238136108984538771529116234715495558442047631726346389435155697090037415366652226939314566613591253708986895827810896087106253217997491975163125603283591318643621341275983919263741915018269253266580339797272193850806355527040129673328912795684230592809588096422016686934000445820980472814375330105040229796415949921474887442094556964954384935480513080359371092896728102575069719958290146028683878327966252670474310422781690034604308178286852762962916870967093807329433357252441575631969327896438714379366065032508286584945223651605482302223942978833616662288121181211715889325705823736936303527922701542879649476030082610247841706818906056634439024318314886489155021617811210808536729482688075730181139857160752756030468917482
69,3,545421445849459225801585864166450440395817833662974496881810694794956728202898048692866082768087760648971221859034931566355827651699420009580061064409564524926334063763220002984432047456897965522742507254259578195172245212691495048474535489545003386114486148772391946690670503889836235278808783310109579424512264776006997941990684930780527174697358953803704128388234642260802718294423247700334113338683702874630228045338704841867968868567084557103616383350441655576301398780445485164467291286875670723520935379892574608281460731481293678781478196739423638083880865091436234591834203983992695070232834842230390155210268067733254992961908373266613869948711093811541428486401118288062104098772489409468921563426687763958632073777176638003847886548902039533365072322639578339552681196450494489622070821213418042548686986070135994386743667091293660078135970988465895379651687122547346606824300176710417592782199999872851417520641632130150768825635969612576176807781705498447587806934456652168275804659398594282823574182606801165825370143261761152742224967295478085282353504736329597816494571599214358660320917335138296701304114499259148290599578642426735986713232278763147458790518366815801577717276127298210210409406050839075102062860117
70,4,2879847337146866461558647544483846137536777954650003272867908309855155809113088625671617527482602370190448144357755958625228283325140657303638471542799391976569706469993703515197274707284444927880008470642010879769750062441586858202844663518886491625854408996873139571430684268642440156002424764256957579316945949914079720994981070330176984053138684299657815201813390492041545457025830867252284159944290418784589139576554372690449268150742294415455033512524411766964867817428167352373092566031497206349962738217764852073641883727824917107468615035503688904598947288601481441146820653620097083204976513123477879382953843087104758777280847008640405366871279109762991529008002465039984384752271626234591654725603841509404738003509932235612352030428910853464158017129270200233262057906275628616366369252687640401780851811619184286561271614092996653217435450164608853302480831089620967374911057851059042803140954363829877344653766907395758404229144544883442809508238112877211697720039104564449557218242460019389993589502456528228995367093859026591886519638235249976489333440923583082024823392329860901495100450286838669102152579674301048753435540899872858892508882682539312978262179112048363117436929817930341371962999866938599991551643
71,1,813371492819569719125512204004710228745377770787748178599859148021859234516791851495714018209694184842090602368757288744854666672358342929129318842219028417888338831517206843689933738520711350807939520847957302037892442020261899689164784693463313038975959960050723283244267640666240589758565210977081572815649458054173165642594714319471813495165355616926705164852601516295851539680718992036343667174916323324760429213211687402598880425798154242275953059077528773675337526589777533788448906033239949167209567872855571659607759860210927858273093815855685077632651220742512173197780953124010959320789254331918270789854802113867153725296437727701054612495814268137927864267934428782262014909172118545181985461370607490166840372810657241636859157758963163248513005377509121380122199661970777945658037013477987375902514456418024673379412801069580318393923717915425683691586536654839239546304803913365555903652318058816286345699391058460683611223492579716147954292188481284893709572078241335418614550201508563046598577430913019250814064675741266266867336337234982411461737601139978880934595471467672406718566420853057411240459131527765100554888368420249766044720985958520062459419680044476450121335051305881063028467322288938668292308493124
72,4,295618825561095770738510356070381715166651912033781357291814675324757601896438421263651473029868961139220199617846204375143163574708554193842551239391026630338291116182498655398652940258365344011701130494873186207229623295017483988811106167134469254140608610419302520063392570399407879313058833199375108007213599984172420119217399733275716783455641743315933725381333773511818735702478446111325768757655483970710931623537215908361267818490614811212582290611419204383032882480199277703204224982723098069426325932335727415474005812750984311791190345191799659900362207076416330128165165352606487353034989167238276082589233300497027985499998449198500836210836641467137731038251940048852270875895958480492194498036200192626703305314864326952659434909078747155437172638893375163963666449094667840400917428203970275794248684057791444188783402583797443284534309037445720404616493694222926519642580164069365236123488446736769865060177038773148500452928963838409704652395129562412891449436642136655933380477578915611507099377201454969623180544564617796602884221682671177924170679821143489270502571115780185392459751982967626267499084238684094067666018946440437514899553337618831216255594903719734357202629280253194291949840817479420518556056788
73,4,290665714314799354874111795104317974481593519267489293898535612874616273551433751980563846308167140603562697116518109389042328563973812379642853335664347400493817082694203299409457807131966475884196897033141351735842808326603763383305382895421871196076287984382459572561976585660753465034346190141735949187461860338672746878506597496936031704117403086762045319910163930604865743268120737181350889389967861125388824942443458453741357623340232713060749262801908943358864606086344660657463709350896086184701147322050699411873480360340553283645472640647782789491170748616082368164880263798461465740328465896449914646600757797097231948080458339883039073253139083474335378080470840464706781590651394204504411535277065773273652643781985836432506632786126464433193049273499668344083788845772885945427140272999264485125471776964252600383026215100482470699861036786622395340627731415514062220859654863668023172257005526151052161577562817260019136328653592847270734936461760833029396794717167373889569685033450603432197222084111094256972893917956980676039730373088663957387407814816051122132804864259813981470965837313669668439953236952012347903028712728161008978033152800559543142359831835557603261362556533003799977642405648987988400886522651
74,4,101420108788574341100046833936284323363632997136488596680249726606917864030318203622491288343647179643704317240724268843628539583293063541456105377810418069783621577726540821623191888314767121351644870048665098123425677459603940091312749610891340240515798952466973918556141590016900368928791654977955954588814091015480536003440990335527694066357563351280910681227584338833116162159126106816552615234577760085750755678860301087494076995262719558127166355856802644336143606566209439339645622583412434643763820900368704331602489643191998236364896433592752203447758852464645568035575395358076697772411340884809801129642702528574965336837753412426273164026367948760631410247372508255755921294030940805953012792181962828257083769894567090746033418832041885260492410801952888066673008750229788237099666426260444533955155574521097941119991293017675748050062627002216113360041174421945210387922088615354857213428899275229963356453392938474524433609758791591975876859948369263500425553402205120986276504153420947089168366906249346328442541130664646748849527853982597794554082027846495142106153052303045098417728036454345534406216842713703263670422400050531070998569169014209521320119230564278107898664415142593386319443055044921644634806063439
75,2,774341721245755109927655916578332045828934774457624266564680390700354964201612197408291026120160183951532217307176849790699737391457159046995319358298157533510397751480540715304125601905136363535676098656778588632245098258253272299341753171988371330553698084775574709935897251329627722595013194999411545484918884279788099535759792480541423969699269222703769944232284090638155579542809640912591585111591917717261011250207966256851901361416934824571376580066166715564240995118915559224377060370207596937486381293814299840599607509173652339438233594048267985452266748612480008673341636918473328368758044579515391647965163541867822711925454456878560874097480040484576798751768222715231520195240713847162363632591631122350341446984392835902994091684685361150343276984461755710474142758565482714677411734326114849575481457564690135367770650235773297277620277193718146331678889368602857026988163411108804475200463131478273466368496545875005763190414474574951185082392006938580988874950791088060583039888730714254152782079856449092564948861973641733295569834598574758803353686924120053681976550763945963988697538110173284856736784157751625907110270709271965502358195025824163870530446316829228411699051485625124790822487717057444412600453359
76,4,380356385917222903967914408664166428047515833211820367586787451222281206881898479368448748526449314910910521585281832001482946715583968924573759642358110716802113353776490740422660078010783786383340168298250899247208187546307566998290928645551902727044060283074287199743443180373764164128498163865226054274287418445124257669136201961808744043759552424579305882077387529412507287149406482411338313081543186559366036594665307542327479007047516809716457149765292441955553320562145720409107839526970316462724403134109429817627430685091712592659559895644187466799226570948614375768434677476870702202529908298574393333347559897158523918704891735622996809492629971656256948547210868119158683879437259218873196040015242202767400317834696553637989580216521096314312501497647632141767109132085659664358886792746721022626681495681450338593361726744740121257332753048920666939267323870195683988343427158836097706194099347743200198878076260957630154711659598749370114126460417325757006945808291521029948039181791895825361293165962997789806981066183717294476692329274046967778360332062664558579203919191121192154325358334724673109558222726275722551868706773861312128415082934636719596863545166716747581460738884430285757294534021523140556216028241
77,5,444846091880344448801801281557134441318857348014221764822034018274559806171575082145915836215617587604744896643275991822221703615402314179635799221541293740114634894810136410293160723846667702252753345813284665209683703434588269278827124351742888514955059084604809124761661862532493663881238967128952102560153760484137882066358728233499861372440570988176904197800723144054477765793886833216243776044072386172525801240348798871425013281596414585305193125768125939208158237232881570493427595178939444323851307109102680500333751790780459418958825538185855704993337833195513007669856622460851138018424219726544885098194739469200277552470282715507829408083044714558696279068166859161617473498145664668756360842429092033845104320098376187199689081580329019376794990232048306845112023138072583485859727397334634878405436539433699010098879928092513905083142011232101562125191360385756612369134280747010142067923604790051416281328893203606272502473394304996919265073894385341620835542148398112784870188427611243839607164339259167836060333647208977478649199486293778761872041299858290282619553595008192491103364632470552962352349041320830950404715450391132427290916489561763193955712490601646581351321949273329742822490761836478233723051129596
78,2,244869358036968793808252963221780407199830755372040418095049648740371056820918836865296196710731384476098432610195407242662268378351381040245168717962090016712369963199925619779068527194066177906880857711992137240495857056220158193024757253379737180826644654772083171314256191287857909493373917389836846921160142292489731223792042635023085318246911373287080149112483064682566465807876587159240672974276628972542819964894618033388941918341249477048901104642793386284040319788328780331642582953605460706234183235624427989262567681993093946533006581416191072123225734078245450200563674127183900921086735165437597631322277338029900955039782871723810017623957020344870232125574683193605842486733978205258590378067926902967718199121774808142933311216098004724495370192920109258654344376157014281839597454369386432707156818524825277065102434912418294215946653879383038981979639038939541384625634607824824261902239142031741877859439588456178632868719389529821555966201212142056080964840329871309785075973669639818332707226873360633185454869099012917757304220552356654138989047395741627152289307641404337278147932340997019692110353825759647452437485225724930439029027487875400071277349656618118645397672049406732499315278931848033002043748034
79,3,234873803779817284026212326039812849875159032839987307377741634384879836086368931801104573376785846759372768943211025983595472352036810461421819049634813188439177961843935007950091497277434677890762269428449590600874288336736582467985992305282727624821558878890832502329594047620068873077981760961935164561312969089466527966560498923693997682524749752504696543207257635225211165913914027081206150008880926799206842841806559052343268222661045428943629594815360549937810837376570731789933880769438489426803439444810689919366099161213734748968940797305889907570231632109587893916393307527131836770593018232528960448502640558752616935421352482738612928998254695966370355969864354243908335266279714021733978762365690474318198436610953064060970612723760837110837689705486564705041404486507495783492520180330133532071898482830617594918370502384632796439063200285901079593698841025806404308716896027904596557863889732257367615329620632293373305175329765189775394485935631910630215592387201257713730462229420463057239792002192978445174719431593901422126751973650092201147193842595910684553013259456119334651479304380835453701577693297046796098647619078171708414934756234543927276415419086279887261451376797777360276128380305558626023502853820
80,1,581063224342973672155911479982583070887703699814794736649095440840054743987464478065951726309272843878559202426467367322968247803741952419178260871979882809157227148333185004761369608341914609422283728847521632091095811118735979047294918835529976434820009790648236881364896696008048661248081117794686742293555508220432097600632617189926835464648034182039570478547052706834024142477972535022409997025435339418273523525699326648707711338784873920691065838433137689727347701732863529193105783427051038511115758557206062260365581279362020523479844820719979873340183237603946588867217886539145744100650371219264806630822583017022517070227564748526090645112624428506657905976079495353315936983975149529711596899517212952941953978870057883060182616978659454045507287360756163628678733356690256802164202737673026454478192613054040915637302837195112055087925280662597141159609849818306029927845156938110693123892201358996927028320838832234425946906676691230594611164361423893404354844354395561492320025025985620518206644139180666940507669848703291510795597550233320578092110986658095907243870472550796217789327766946728525436990478915774353460619744593581075226770506885828360296500865462361268244281127557693521232005897033042376009189749831
81,4,346178851061513557591601448967991263644900517827857886184538612812988150715217800659032306645124743667151223517821726132976581020184532965839222700352088147993449952958654939438335303319637650385761583858406699129038674713820149408406696802733994437332675309963898497347830667658709397379067518574839777632125096453085003404621152216869593057609779130110496662863340443054478381324279568748329105217514718050602158488428081144943732724746765184104635981929849413036267892408363425385893816230852387740690647062690458054460279370253521537930202438634183473930069255067138297873333715369655275093712152122392199522442744647458130646220175690723835555464594028900240545514675160058757969361007569332277604720028897634043975228235101673154928430354628533734975673997433137099546268267761022872444412595037144922356842775360141029284276342857530427269827256170571218855781797783883862662563486324473469786434451709155028961185510412253572082154902112782113661326040256555906551272323323692243889289585218346326286402141201293104578462080723382237052533617881853007501546211284226034288616286905693167418591451668954790980077254399608292843922394102113239953422538761287452644960542779511721786172586808803302779709837822566068727757314725
82,2,133190860644412961886829122699758021577390854224850339624392593013205571766441396467382536722928861925670679638355961675388322787781583495926202995084857994975889773474239100460060727173195963247607496700832972820806312964477966275819683657734501296156238919197801378375580994472851019929209111180102385280359330993289767204360384294162837362293312991780016071778690445661065895980632682514217362340786937565981077724634266035804588347524186273911970840031519205003176549363222210525328944907066902818178549853752960222177994325127932114436168520742273863619369595361124151176102981364527619288622640717799466899208525160181796788312023675262522575421571095351990602266511079978568077186407909962812508624524278192808277589633545075554364427301719701048353116220255979805576348988189980540535661385031160511586294978577565499827908143726543227608717150754905795348013576635759130352192714384740544676823715209944277301781340503164675691282253553901571778530836742171040689668372975108761924761909682960018592711949226475359354320088538823471819747789079787401586004719163339151850513891929027877077250875482852536508126102723097738281825735713458207410176382807808776385100980868676203471569948925168611619982085880030095996428295170
83,1,763103882118315814335823379914379124140501973213255442051806341492026251134616387186642264827463317028944564830696708467068282527469262830296411679832160120575713082730029997761264037806618131550928110452846525034907551449507558613575433943977582395342424599541355598378722795483158345974267858861445081994314333332643064407563222845596803354249602457932256239853863984193517722551751086716278469401914176413807197133675213590228160217545714848555614359457633864853564664168399241808188933061355722783326000518216165258230897248663068258300006482156566963187460905781075968139261871499026378813561888102390901392266727837653246019450778899054597179179131349815809318403137613286545490687859539795429286921153717691330171628512370912215168117676470490573759049735526758574631877402451919173035789310317627076315799603543556155778270996388878969758581064909157105381791004335527434859361642400621995665196965974425565430668087537033367853730930092051531187100363310920860209917650125283836256741549876989910324639838821207674630574030966309077938441977855544386360262260522491090270963596118631962907487353592720904077533659732292376165752517214343217294843992353268303014938850373227120146161602808685187673365671289702830762872375109
84,4,699433722123959413451312739776362796224670286943705171453573985354470744162745578413168230953392919068852566416687480366925308980658525611480874036064675977360684528609607385715415048072366473738185270500060513545647599149575016205398244551924557881818777512412631104221816379480235184044951507177450951353225565997878167345474088569777023906267023657874703821818085592173683054092668685426386460276116241955941498280445239327840178224500241892187037576840461256080033586996979072850566870292234839089727638431502099537581335759101045031048199520736729259432318812091596552058416082343064816975890673883421133073675996784698615070574488937330140722107604979323238238891730795640504530264640519313265266531145660143617636808788602134772629721449404290593256875700288336894236265578487957690942989912995651693817173328303616315106999744894396662899365667735467734895027019607648523672655115006411935639786697190287741004787653734694840425923757742916994926042853715183364532991207431605147947736361455140756685602573587931651226809104641843815060598534932632456199256189429926637353269000407974483852799278170285630479738825099925633284246673821440520397547658494453094347433080402254759991173137686553401950239802883063561304854054337
85,2,107437938129341566579562405707829190341028278703437405142889488313009757895280363307784062523263584538784363878212531377067501610005250299709933938093947422970936638494958267598162854871544081349667855453145141852305692019859102211740109639933242351165787814196334907036870295055513591712329458328913283236901626419954544234850137998279246043405544372218785801436995632852558801562015842587356874490337119714050881491981463095758738888762422337951955363088456672466508241863445151977747424752092287939027909323692852462202460712147680185700474961256625019943149177338514217838226131734479675173470386856418638480283649800885290794065009485882922646751464817367656000949643479300087936268447132731958996531016227608869376770717687160078519963328341024970281241060539475589813869823490871947356332643315189877933578387969698970424472203931357336852639945072460182746279377100406025346525538655612124425191772971805534952170617771460862928261562763272151604468090194962265778870308025158926667512253588031665179729713423748591582281307830995579331559495128390765958907481713858829782613226195125298079149730331058382796422264547888616188775667074863628703105806207336865068538707168889413656393184707366223183341878927631284101176508237
86,4,99893499485428800284117071821496598798083449654657637177832170403910044785802957741065478086238001551183941014433659083981156734052878415093059270415874644878824203055942882146033309968620163606767446197271891539149272186067394556078986151869230290971135069123451474593275022419628794241406105892924516920471424426227384080843020520434336075506317179553527909523847907798587031641783119904786068684926516675522486189090392090051924551244510115484091143965786728247692558834868481474633174140997620709080934025424185865624468009261033069279766061554142346739691674086477532714793435626314630581730706830034733343532513444298238963852682072203857691884355621617523083224347066759120539465043241973609469690507434877988504267992493654027957337128595680376806476844112296277978054689698225504175715053335862576867809438366430579580436634331719067336749428595964988535734131028017079376536874717624800392499499801481423258519290572093803397773957238639006887585779947612422789531022806914374958151175470495048097260839468505272265638547426032545569304198918173306924606970653872499367122051544536137069360545075956462422568830247219442309450983249161070218223045533961505269281125140964810675714543822046989278481542757882489177005976042
87,5,347376655539106686868665679145181485318046798392092486578008295046188366818122258094158962342090341428110565689174861626905574253781992110117260038443983497883475384803560016156406924397901883843934633379037416326549073068151120890947538533580816617495060655345618291461902593437888787267804448261349105533075624085544838263986835462512897752141456875249870676613669617831657780841468629988067422600187788798231203605622965843240351084611892170994805881120747675696319299688434247790651798175749537094081196206401930006013061370061039108612638254981547237987524697756954412567157265712625155141105233484933294113347135005643863866127638191143292863947573632779578215956829005963107643616616764350464089556629156966666972705781506659348996490570345998279774367708761007518576393856569850597758965868479201416951209433974141057986436664739188981679821233108545026821070825130241508169898184128856970530665325995133655458572186506933713845813998076868384958592380875076155371887748228418237306097715638978283069344822917753603745054706170697177435539058622820654046768043194066505972647596680454919767527070280129342603113058810029400974523436367939878219396760695719677993174183997575393545451718704253794850972166337595917532363702789
88,4,622042076547660823132464203548464848443771042703716836590478465258643849915005561064072969696177386202506242317536818998806956479924313340953865683812423981388481388517925164981380422899966038897609962708258847774695407620341508668428203209491166184422113270246597873593650882091894501746366296715035774722039898999041205471062167408586724281801920765662977288383139695168795302792895574410493693812341908467706735742184095560418745377064108696165185188424390476319681816977092951619383603899779805413911497302507350726271976461542451161176590222949128139632521022031035825141833475029778994703122644480593677140113059287255009653771710166977885726666643072862292487249490341457048984665180266750950680514041720127083200564679512621003623802200137679090020104979365294845758937380611149955914748822840800310031173618336078810341146509192226477102829377754172905481941385885331799817163258413578396837370523420997341360005604994988911444201624103853081554194009993684006900855399227729536481846333530848572767145716464559947804610606781969434858488779731817590502938468594971513067846061899422599467466736016424966909526809909958934766736009620929415709324475115883094566159488965294910462670849757015883376105931253970355344632087192
89,1,353917891609765162816298723101594192771893479064781319232222417133136960569226246628351180046676854190088159497920732122430874868065805060137336955647479994128300493189869327224504434909134972334329242278968369701706961726191417784124295602315280464214444479411897774100257272197806812328303176797870522113963064662229902685610226365605301571890120094623439318539719153722422738321203789046420572139729682031427904888612903301229077859604848065386764946626858994762113882207794337705722560004500217759488705226470363854527270042999018610836254853167475112297714959599101778650217039422854340013529240491312683397909712010563576383721178338673837765127636912430267652380840780610556590563348726067242751389675217494677455592090939983626306340547591418931414640911973536699503133994388422990481199836349743848055960978185587892542471790780048168411449644043482419866823515398068551491893799990051309345675929555478359477500424828397679822252341549471010815311458951515361260151070344132054262198494441303737743405966503450751693017135357982079951824796966612583237505377643836655252253188062499004807281419258322769799341768034910138124687639362591170920390737550667463921265631408408186609389724417736064478596919767410911870570082371
90,3,377598161470986146919459416195507041083462530724016972884736630201359655601885009431992831979885219832520280486563510359660494153838504053979390782543744779453797409562658453819739969103851076823783652525926703324269658166500625044502477370897218185321953760655840025938791781335738404137111517114115280092322581391034096397541416748627770303925266671096330664618424216070087828591580073134574324172207736947588517828186674145444730872842155272622412435274355828454915157092178934655379498358079254629251371213564828198921940198593249843582322401710717255573881392756003806385330331052129208128821426930694026098547576523004966741111542059521526185758979484238068584994298940247232161130624891857065161399579953418846686556119368235640486504105978872159031350422205179707426467373497719406809804693517074972859212926893773703460231005417431383506817615720837347624431429575927616688776969123874427350060590562498899337301900864323741910445580541674490377847092649181031219590640499857023301089701526414086953780608959167399016170336756029006962686072996518263234314692335185779668521318930023888205738663959030560056523482812301157581718040610138079729457271143970945761691824749790179844795393043172452620164381864395327670675705807
91,3,77723719906944671740113942993494317801137737764276006134909219155714137141269061910926076771126590806984879142241087929444590320439209947913622998880931604767328846694199151054327332993702568142731786276744759499896343009388271636755899249037454555501270400830570521196633768254334864994114183878227458402708993309907165196440879259356818969613370721599539657197436365715462869957471217254547279741041554767639320002082308065176012609398708517150450824745344286902977647293633608037099190251647470847101670619198939717774370041035815974708504976707713729179236012817558788880261905589194405991759277107873994001009775762232954735022013521516736968697214022656854130381647884070057529947770197282072286473676961672009924084337823730739104495238074555072667290236642094109123096708658035228772277106048878253432373040507657613731625106260357402117201631211514734695134357445108884704926458486450697703403839710842596051649553616935295215523778765865281166018798106378901080127832562024723373406514621094137521495128865851087592604354603078529746077051857913626333887258103440306787560690748022522589670396175850898904259133769449378212271681994845121393287674599643231581163840624706419730630766517368102578914264597250463825463951563
92,1,235084734946306567465114156724265537788498731930705420183710162549609405241428171579655892750342336894954127133143876816046655242314421465039620049400130982847654073581041212626702440529759435498929512340241846935823821851151693147682401048574537785604913073988970904709670097162419005891934024715315884069391190576305187810360837086932089492672908797631291844578643207952119828902397697872800389062765830369592867180620060533564604578450162319786940983658941645060531246720340285697834002706061237951207712177450608243571689103668125023621611228937642288864312324881117832593037836294936000233088250167896721448981423287003694325627989805938902415563535744405280822143587296219802137508702237577560282275506262899608211250090932806853074470954472273879530846283639439011059376805220921008318019776755823700266165244951563013038021784884947052466861966210516577941753416707771144515165072847399603624694741297313713393657562298603430196716412988187515230366785094145872373772421577091137849321432176689873668768958383615892487592940899385266405392409428369441800966036716436680937876021423364860655646546824697360330274472537138673677916078632454475572104762222345801246217474010532280542609859689576612280902228467650287423677938986
93,2,87678286628670329249842100859203029343258710150058134607516486665371832100411496517219560705012347377879574984480346700986987519273700999127386370895114735675315988840010271694972341338421208514460534611462186115234011370961543554283418644504226217416427422101770034783084264710988757829056856065904171257433353808735954763094844713061366050460916580671902215495773397080193997037936163695643504382442646870625540851166756890654695424008949535730230257182100215715241160185825629283232278456406084046628703994775052588258076266161766792148398567521010609849801124666392197586399937260635807826074595959718890749652676658690647763941702148613323003027017989307173049752903118350714801262317786497220167185464871256412496711555632548347619548431646867611339730864242249121247260808431744133620218441342412435259854938864885054871775507785633304924500889139648355337831242797039238776819275297119744618236169413288627671747780881263726552535143735671319992997650354286563219616392312933628188181827870380649271777240927243324600119351618756318596933150075610372639182526993638703936383102040343593746504857974839521955447792940963521703132501940117028915979656007585323736682758880617963836146576726410405609514130858593058643418118583
94,1,626905085759966902965973632569660245894669734440568492363518396303356543841700189157533448876962867435904393792569091843914243079063186205852217220985532335145138179730152463850744975337201564248578542905822925963341653562804812854815598669337471936807473741655726001041602549712295645677915382756968155948361801520478515299101916107049466204678868338046549279654033135402481199159474252277435298301832931653596084408522624267937363543644562145040556441101926040586529841215211778199264647801342281861338622447981941154181113448535677311938879866802039598359521290296175175048560665087825834065245616093940587859381127489920574669056547898628895448425656675779569806384046418036230804398909754845158012367270871292556027495806641553491259914515423420768288832701131196930604668458967489233742574684587329155150209621255314049876767931179977609222078380333607356219796318050670223913119974849424528220215281169192960984000216143754626384782873988515341588023455402717626388126457733985854446408258513840910460818480276493105823124719322811749966872460123074289311978956398572724904722076079058179680882576609386986588391850351684327861534697824789582877360482735677590120832915903510299105929897970530490067272971144795339103403919367
95,3,129147632512949882637537766883708653397869790069591579536267212437891157583135951025076891342135725889525595541635861944962844943038822783619267338297514998149033714627231054002987979446801652755716141961451025775296618009112914304697091497975127758984005358875124078907464033361197169053608345451679158601713536768973674323848099564730314544595113075490221537787129818930955410061550417015356789716633548004213315988802377082682563388883996287675252951713352808755931615513326734699988456452126715173103959075538305431743477465237919602099081688306714290009475604899321677461088918849252576791854134113404091959018858272362057855190664541968362361416065276975886556032617024792280991871218165742876701863641264892579596588309533431510574286256402269273509883072768056862296155489797794524896511516809347191577915817327621585492353610204515466351171080902528530723293371605828260006108657174346418493869839223671794437570498840781027607966949908788000631345542714730366443271111131902629916669843468090780572823158399562738963821733576867411456209364816316427614125684997205442778623305905120700504860068742978624350423184325251629299309875997199933931889187044387625605358068108058165318173982803740779363900905814027220995135379804
96,3,401385712698878157837784340080157472921835759878357530099559886978541621039645962883903211334499050258362979561468832596007037021128188930910807511364310856327555356452901752417953569013756788710602760200988216570699922184811268876136895217153931465190189350868947674292523827575616794376198421074871107818471772445196330843015487453524446194052011509655832737383986086496060383885167869131443048030614759824341395160350152603793731584119560775720746147960623346148651504243411757825721258971857719234781136594765254277053261659510393500889529661018154569925132844064532297139374226666664350614771521440218391344892286584345786417973637733426754969873501109410899738850821736476160310304828617493649801690943332700842233440834051340462490502957387857347549715541169668569232767181866060636254233323394958809271108980534822622614291481981630611980660319698223218526701276497151023853825800104067511287359643092219085808103224885394303683986862471196451586016804205966645387119909613339145547765412825321990183939634664460251693850335610250399325989111555624739418974733186576978913799801028482739934442815403405360011601735133302925221845696306206233467806913605205496546249205512640201339669759285003642421205399280780718140852924622
97,2,736817431791649696932847322188639614535475213653354674790519864279331021126873781801674929336688479931276909369607406112764313574697917507178884060190075588294252753551548653727413744129774196965015263658346665236952300081515080402320058542704884734742824850789551252780923623104759895562420888488483134179928026365557572170722376259795015062089358514314954430954690133618073277898085962013563005830513132144569759530248491833301373906231005253837848302575269371852685839133060873672502873560177482051215275020221079427877917096563714845482469031164990270360150220663224915789663978969605905764943300854352466891663879829581884496118691455360222469585353088033129049630967524870789989533268200169851530752007576614762417552980650182523125266318021278916524198454411827794281229115905245446038426968262614409297371684862898357639790165604644888032749204399820246718634411751409820057254559581541567525463351815645599456013772118541762666094111025842995323104211394168274279334064981502214550581234355041719805397405554019439680893588588867534640941555981956435056417130397625007648748233361727672945607434851378218049163260396614141969645355671376135434040951613804670424585812515970546136853465574959167792189853714413620706527909494
98,2,729671824708382764159214344068436376898653363788708900531006871836305873574298085009208815590073716292960994576221130859580916690294864335987000082469337997600314610910270018291673802284545557427125293637552426080576721763298544995469589190459512765127751031292631880941281547792971164183684246889058765069282803091278418505632435082912105099539485500230185078957827407269949011123892924636895203174215542223669543734908437136235856483018632882387789156808264611116928920391583825940272923876394881645334290162946237105058528239410407412403630569943623260968684307818927560433621370687137804926027761094865990913009511190271288816796316721370305486307966958559968278894101066915857768498001538984450234453273686394613741368596170900731378478090701142219978287919018110923161943989089125090479457790741549136498682521048276681707342709450822926067156988130874638729058024460618506961629857092748312423368478227630956328642573001934697580618840409393929618560293331174174109206105547145539875305741018239395491962877504121771097812678696140093063665078424078352236345980544027542367279525589077137458508834443186588969773772143302700946187001198702184257397099920605829708266997553211121148705610267381084576821091919108140758783785979
